Code,Description,Category,Source,Notes;
P003C,A Camshaft Profile Control Performance/Stuck Off Bank 1,,,
P003D,A Camshaft Profile Control Stuck On Bank 1,,,
P003E,A Camshaft Profile Control Performance/Stuck Off Bank 2,,,
P003F,A Camshaft Profile Control Stuck On Bank 2,,,
P004A,Turbocharger/Supercharger Boost Control B Circuit/Open,,,
P004B,Turbocharger/Supercharger Boost Control B Circuit Range/Performance,,,
P004C,Turbocharger/Supercharger Boost Control B Circuit Low,,,
P004D,Turbocharger/Supercharger Boost Control B Circuit High,,,
P004E,Turbocharger/Supercharger Boost Control A Circuit Intermittent/Erratic,,,
P004F,Turbocharger/Supercharger Boost Control B Circuit Intermittent/Erratic,,,
P005A,B Camshaft Profile Control Performance/Stuck Off Bank 1,,,
P005B,B Camshaft Profile Control Stuck On Bank 1,,,
P005C,B Camshaft Profile Control Performance/Stuck Off Bank 2,,,
P005D,B Camshaft Profile Control Stuck On Bank 2,,,
P005E,Turbocharger/Supercharger Boost Control B Supply Voltage Circuit Low,,,
P005F,Turbocharger/Supercharger Boost Control B Supply Voltage Circuit High,,,
P006A,MAP - Mass or Volume Air Flow Correlation Bank 1,,,
P006B,MAP - Exhaust Pressure Correlation,,,
P006C,MAP - Turbocharger/Supercharger Inlet Pressure Correlation,,,
P006D,Barometric Pressure - Turbocharger/Supercharger Inlet Pressure Correlation,,,
P006E,Turbocharger/Supercharger Boost Control A Supply Voltage Circuit Low,,,
P006F,Turbocharger/Supercharger Boost Control A Supply Voltage Circuit High,,,
P007A,Charge Air Cooler Temperature Sensor Circuit Bank 1,,,
P007B,Charge Air Cooler Temperature Sensor Circuit Range/Performance Bank 1,,,
P007C,Charge Air Cooler Temperature Sensor Circuit Low Bank 1,,,
P007D,Charge Air Cooler Temperature Sensor Circuit High Bank 1,,,
P007E,Charge Air Cooler Temperature Sensor Circuit Intermittent/Erratic Bank 1,,,
P007F,Charge Air Cooler Temperature Sensor Bank1/Bank2 Correlation,,,
P008A,Low Pressure Fuel System Pressure - Too Low,,,
P008B,Low Pressure Fuel System Pressure - Too High,,,
P008C,Fuel Cooler Pump Control Circuit Open,,,
P008D,Fuel Cooler Pump Control Circuit Low,,,
P008E,Fuel Cooler Pump Control Circuit High,,,
P008F,Engine Coolant Temperature/Fuel Temperature Correlation,,,
P009A,Intake Air Temperature/Ambient Air Temperature Correlation,,,
P009B,Fuel Pressure Relief Control Circuit/Open,,,
P009C,Fuel Pressure Relief Control Circuit Low,,,
P009D,Fuel Pressure Relief Control Circuit High,,,
P009E,Fuel Pressure Relief Control Performance/Stuck Off,,,
P009F,Fuel Pressure Relief Control Stuck On,,,
P00A0,Charge Air Cooler Temperature Sensor Circuit Bank 2,,,
P00A1,Charge Air Cooler Temperature Sensor Circuit Range/Performance Bank 2,,,
P00A2,Charge Air Cooler Temperature Sensor Circuit Low Bank 2,,,
P00A3,Charge Air Cooler Temperature Sensor Circuit High Bank 2,,,
P00A4,Charge Air Cooler Temperature Sensor Circuit Intermittent/Erratic Bank 2,,,
P00A5,Intake Air Temperature Sensor 2 Circuit Bank 2,,,
P00A6,Intake Air Temperature Sensor 2 Circuit Range/Performance Bank 2,,,
P00A7,Intake Air Temperature Sensor 2 Circuit Low Bank 2,,,
P00A8,Intake Air Temperature Sensor 2 Circuit High Bank 2,,,
P00A9,Intake Air Temperature Sensor 2 Circuit Intermittent/Erratic Bank 2,,,
P00AA,Intake Air Temperature Sensor 1 Circuit Bank 2,,,
P00AB,Intake Air Temperature Sensor 1 Circuit Range/Performance Bank 2,,,
P00AC,Intake Air Temperature Sensor 1 Circuit Low Bank 2,,,
P00AD,Intake Air Temperature Sensor 1 Circuit High Bank 2,,,
P00AE,Intake Air Temperature Sensor 1 Circuit Intermittent/Erratic Bank 2,,,
P00AF,Turbocharger/Supercharger Boost Control A Module Performance,,,
P00B0,Turbocharger/Supercharger Boost Control B Module Performance,,,
P00B1,Radiator Coolant Temperature Sensor Circuit,,,
P00B2,Radiator Coolant Temperature Sensor Circuit Range/Performance,,,
P00B3,Radiator Coolant Temperature Sensor Circuit Low,,,
P00B4,Radiator Coolant Temperature Sensor Circuit High,,,
P00B5,Radiator Coolant Temperature Sensor Circuit Intermittent/Erratic,,,
P00B6,Radiator Coolant Temperature/Engine Coolant Temperature Correlation,,,
P00B7,Engine Coolant Flow Low/Performance,,,
P00B8,MAP - Mass or Volume Air Flow Correlation Bank 2,,,
P00B9,"Low Pressure Fuel System Pressure - Too Low, Low Ambient Temperature",,,
P00BA,Low Fuel Pressure - Forced Limited Power,,,
P00BB,Fuel Injector Insufficient Flow - Forced Limited Power,,,
P00BC,Mass or Volume Air Flow A Circuit Range/Performance - Air Flow Too Low,,,
P00BD,Mass or Volume Air Flow A Circuit Range/Performance - Air Flow Too High,,,
P00BE,Mass or Volume Air Flow B Circuit Range/Performance - Air Flow Too Low,,,
P00BF,Mass or Volume Air Flow B Circuit Range/Performance - Air Flow Too High,,,
P00C0,P00FF ISO/SAE Reserved,,,
P340A,"P340B, P340C, P340D, P340E, P340F ISO/SAE Reserved",,,
P341A,"P341B, P341C, P341D, P341E, P341F ISO/SAE Reserved",,,
P342A,"P342B, P342C, P342D, P342E, P342F ISO/SAE Reserved",,,
P343A,"P343B, P343C, P343D, P343E, P343F ISO/SAE Reserved",,,
P344A,"P344B, P344C, P344D, P344E, P344F ISO/SAE Reserved",,,
P345A,"P345B, P345C, P345D, P345E, P345F ISO/SAE Reserved",,,
P346A,"P346B, P346C, P346D, P346E, P346F ISO/SAE Reserved",,,
P347A,"P347B, P347C, P347D, P347E, P347F ISO/SAE Reserved",,,
P348A,"P348B, P348C, P348D, P348E, P348F ISO/SAE Reserved",,,
P280C,"P280D, P280E, P280F ISO/SAE Reserved",,,
P281A,Control Solenoid H Intermittent,,,
P281B,Control Solenoid H Control Circuit/Open,,,
P281C,Control Solenoid H Control Circuit Range/Performance,,,
P281D,Control Solenoid H Control Circuit Low,,,
P281F,Control Solenoid J,,,
P282A,Control Solenoid K Stuck On,,,
P282B,Control Solenoid K Electrical,,,
P282C,Control Solenoid K Intermittent,,,
P282D,Control Solenoid K Control Circuit/Open,,,
P282E,Control Solenoid K Control Circuit Range/Performance,,,
P282F,Control Solenoid K Control Circuit Low,,,
P2A0A,"P2A0B, P2A0C, P2A0D, P2A0E, P2A0F ISO/SAE Reserved",,,
P2BAC,Exceedence - Deactivation of EGR,,,
P2BAF,"P2BFF, P2C00, P2D00, P2E00, P2F00 ISO/SAE Reserved",,,
P270A,"P270B, P270C, P270D, P270E, P270F ISO/SAE Reserved",,,
P271A,"P271B, P271C, P271D, P271E, P271F ISO/SAE Reserved",,,
P274A,"P274B, P274C, P274D, P274E, P274F ISO/SAE Reserved",,,
P275A,"P275B, P275C, P275D, P275E, P275F ISO/SAE Reserved",,,
P276A,"P276B, P276C, P276D, P276E, P276F ISO/SAE Reserved",,,
P277A,"P277B, P277C, P277D, P277E, P277F ISO/SAE Reserved",,,
P27A1,P27FF ISO/SAE Reserved,,,
P260A,Control Circuit /Open,,,
P260B,Control Circuit Low,,,
P260D,Engaged Lamp Control Circuit,,,
P261A,Pump B Control Circuit/Open,,,
P261B,Pump B Control Circuit Range/Performance,,,
P261C,Pump B Control Circuit Low,,,
P261D,Pump B Control Circuit High,,,
P261E,P261F ISO/SAE Reserved,,,
P262A,"P262B, P262C, P262D, P262E, P262F ISO/SAE Reserved",,,
P264F,Reserved,,,
P265FE,Reserved,,,
P266F,Reserved,,,
P26A3,P26FF ISO/SAE Reserved,,,
P250A,Oil Level Sensor Circuit,,,
P250B,Oil Level Sensor Circuit Range/Performance,,,
P250C,Oil Level Sensor Circuit Low,,,
P250E,Oil Level Sensor Circuit Intermittent/Erratic,,,
P250F,Oil Level Too Low,,,
P252E,Oil Quality Circuit Intermittent/Erratic,,,
P252F,Oil Level Too High,,,
P253A,Sense Circuit/Open,,,
P253C,Sense Circuit Low,,,
P253D,Sense Circuit High,,,
P253E,Sense Circuit Intermittent/Erratic,,,
P253F,Oil Deteriorated,,,
P254A,Speed Selector Sensor/Switch 1 Circuit/Open,,,
P254B,Speed Selector Sensor/Switch 1 Range/Performance,,,
P254C,Speed Selector Sensor/Switch 1 Circuit Low,,,
P255D,Speed Selector Sensor/Switch 2 Circuit High,,,
P255E,Speed Selector Sensor/Switch 2 Circuit Intermittent/Erratic,,,
P240D,"P240E, P240F ISO/SAE Reserved",,,
P241A,"P241B, P241C, P241D, P241E, P241F ISO/SAE Reserved",,,
P242F,Diesel Particulate Filter Restriction - Ash Accumulation,,,
P245A,Gas Recirculation Cooler Bypass Control Circuit/Open,,,
P245B,Gas Recirculation Cooler Bypass Control Circuit Range/Performance,,,
P245C,Gas Recirculation Cooler Bypass Control Circuit Low,,,
P245E,Particulate Filter Pressure Sensor B Circuit,,,
P245F,Particulate Filter Pressure Sensor B Circuit Range/Performance,,,
P247A,Gas Temperature Out of Range Bank 1 Sensor 3,,,
P247B,Gas Temperature Out of Range Bank 1 Sensor 4,,,
P247C,Gas Temperature Out of Range Bank 2 Sensor 1,,,
P247D,Gas Temperature Out of Range Bank 2 Sensor 2,,,
P247E,Gas Temperature Out of Range Bank 2 Sensor 3,,,
P247F,Gas Temperature Out of Range Bank 2 Sensor 4,,,
P248A,P24FF ISO/SAE Reserved,,,
P231A,"P231B, P231C, P231D, P231E, P231F ISO/SAE Reserved",,,
P233A,"P233B, P233C, P233D, P233E, P233F ISO/SAE Reserved",,,
P220A,"P220B, P220C, P220D, P220E, P220F ISO/SAE Reserved",,,
P221A,"P221B, P221C, P221D, P221E, P221F ISO/SAE Reserved",,,
P222A,Pressure Sensor B Circuit,,,
P222E,Pressure Sensor B Circuit Intermittent/Erratic,,,
P222F,Pressure Sensor A / B Correlation,,,
P224A,"P224B, P224C, P224D, P224E, P224F ISO/SAE Reserved",,,
P225A,"P225B, P225C, P225D, P225E, P225F ISO/SAE Reserved",,,
P226A,in Fuel Lamp Control Circuit,,,
P227A,"P227B, P227C, P227D, P227E, P227F ISO/SAE Reserved",,,
P228C,Pressure Regulator 1 Exceeded Control Limits - Pressure Too Low,,,
P228F,Pressure Regulator 1 Exceeded Learning Limits - Too High,,,
P229A,Pressure Regulator 2 Exceeded Control Limits - Pressure Too Low,,,
P229C,Pressure Regulator 2 Exceeded Learning Limits - Too Low,,,
P229E,P22FF ISO/SAE Reserved,,,
P210A,Actuator B Control Motor Circuit/Open,,,
P210C,Actuator B Control Motor Circuit Low,,,
P210D,Actuator B Control Motor Circuit High,,,
P210E,Position Sensor/Switch C / F Voltage Correlation,,,
P210F,Reserved,,,
P211A,"P211B, P211C, P211D, P211E, P211F ISO/SAE Reserved",,,
P212A,Position Sensor/Switch G Circuit,,,
P212D,Position Sensor/Switch G Circuit High,,,
P213A,Gas Recirculation Throttle Control Circuit B /Open,,,
P213B,Gas Recirculation Throttle Control Circuit B Range/Performance,,,
P214A,"P214B, P214C, P214D, P214E, P214F ISO/SAE Reserved",,,
P215B,Speed - Output Shaft Speed Correlation,,,
P215D,"P215E, P215F ISO/SAE Reserved",,,
P216C,Injector Group E Supply Voltage Circuit High,,,
P216E,Injector Group F Supply Voltage Circuit Low,,,
P216F,Injector Group F Supply Voltage Circuit High,,,
P217B,Injector Group G Supply Voltage Circuit Low,,,
P217C,Injector Group G Supply Voltage Circuit High,,,
P217D,Injector Group H Supply Voltage Circuit/Open,,,
P217E,Injector Group H Supply Voltage Circuit Low,,,
P217F,Injector Group H Supply Voltage Circuit High,,,
P218A,"P218B, P218C, P218D, P218E, P218F ISO/SAE Reserved",,,
P219A,Bank 1 Air/Fuel Ratio Imbalance,,,
P219B,Bank 2 Air/Fuel Ratio Imbalance,,,
P219C,Cylinder #1 Imbalance Error,,,
P219D,Cylinder #2 Imbalance Error,,,
P219E,Cylinder #3 Imbalance Error,,,
P219F,Cylinder #4 Imbalance Error,,,
P21AA,P21FF ISO/SAE Reserved,,,
P200A,Intake Manifold Runner Performance Bank 1,,,
P200B,Intake Manifold Runner Performance Bank 2,,,
P200C,Diesel Particulate Filter Over Temperature Bank 1,,,
P200D,Diesel Particulate Filter Over Temperature Bank 2,,,
P200E,Catalyst System Over Temperature Bank 1,,,
P200F,Catalyst System Over Temperature Bank 2,,,
P201A,Injection Valve Circuit Range/Performance Bank 2 Unit 1,,,
P201B,"P201C, P201D, P201E, P201F ISO/SAE Reserved",,,
P202A,Tank Heater Control Circuit/Open,,,
P202B,Tank Heater Control Circuit Low,,,
P202C,Tank Heater Control Circuit High,,,
P202D,Leakage,,,
P202E,Injection Valve Circuit Range/Performance Bank 1 Unit 1,,,
P202F,Supply Control Circuit Range/Performance,,,
P203A,Reductant Level Sensor Circuit,,,
P203B,Reductant Level Sensor Circuit Range/Performance,,,
P203C,Reductant Level Sensor Circuit Low,,,
P203D,Reductant Level Sensor Circuit High,,,
P203E,Reductant Level Sensor Circuit Intermittent/Erratic,,,
P203F,Reductant Level Too Low,,,
P204A,Pressure Sensor Circuit,,,
P204B,Pressure Sensor Circuit Range/Performance,,,
P204C,Pressure Sensor Circuit Low,,,
P204D,Pressure Sensor Circuit High,,,
P204E,Pressure Sensor Circuit Intermittent/Erratic,,,
P204F,System Performance Bank 1,,,
P205A,Tank Temperature Sensor Circuit,,,
P205B,Tank Temperature Sensor Circuit Range/Performance,,,
P205C,Tank Temperature Sensor Circuit Low,,,
P205D,Tank Temperature Sensor Circuit High,,,
P205E,Tank Temperature Sensor Circuit Intermittent/Erratic,,,
P205F,System Performance Bank 2,,,
P206E,Manifold Tuning (IMT) Valve Stuck Open Bank 2,,,
P206F,Manifold Tuning (IMT) Valve Stuck Closed Bank 2,,,
P209A,Injection Air Pressure Sensor B Circuit,,,
P209B,Injection Air Pressure Sensor B Circuit Range/Performance,,,
P209C,Reductant Injection Air Pressure Sensor B Circuit Low,,,
P209D,Reductant Injection Air Pressure Sensor B Circuit High,,,
P209E,Reductant Injection Air Pressure Sensor A / B Correlation,,,
P20A0,Reductant Purge Control Valve Circuit /Open,,,
P20A1,Reductant Purge Control Valve Performance,,,
P20A2,Reductant Purge Control Valve Circuit Low,,,
P20A3,Reductant Purge Control Valve Circuit High,,,
P20A4,Reductant Purge Control Valve Stuck Open,,,
P20A5,Reductant Purge Control Valve Stuck Closed,,,
P20B9,Reductant Heater A Control Circuit/Open,,,
P20BA,Reductant Heater A Control Circuit Performance,,,
P20BB,Reductant Heater A Control Circuit Low,,,
P20BC,Reductant Heater A Control Circuit High,,,
P20BD,Reductant Heater B Control Circuit/Open,,,
P20BE,Reductant Heater B Control Circuit Performance,,,
P20BF,Reductant Heater B Control Circuit Low,,,
P20C0,Reductant Heater B Control Circuit High,,,
P20C1,Reductant Heater C Control Circuit/Open,,,
P20C2,Reductant Heater C Control Circuit Performance,,,
P20C3,Reductant Heater C Control Circuit Low,,,
P20C4,Reductant Heater C Control Circuit High,,,
P20C5,Reductant Heater D Control Circuit/Open,,,
P20C6,Reductant Heater D Control Circuit Performance,,,
P20C7,Reductant Heater D Control Circuit Low,,,
P20C8,Reductant Heater D Control Circuit High,,,
P20CB,Aftertreatment Fuel Injector A Control Circuit/Open,,,
P20CC,Aftertreatment Fuel Injector A Control Performance,,,
P20CD,Aftertreatment Fuel Injector A Control Circuit Low,,,
P20CE,Aftertreatment Fuel Injector A Control Circuit High,,,
P20CF,Aftertreatment Fuel Injector A Stuck Open,,,
P20D0,Aftertreatment Fuel Injector A Stuck Closed,,,
P20D1,Aftertreatment Fuel Injector B Control Circuit/Open,,,
P20D2,Aftertreatment Fuel Injector B Control Performance,,,
P20D3,Aftertreatment Fuel Injector B Control Circuit Low,,,
P20D4,Aftertreatment Fuel Injector B Control Circuit High,,,
P20D5,Aftertreatment Fuel Injector B Stuck Open,,,
P20D6,Aftertreatment Fuel Injector B Stuck Closed,,,
P20D7,Aftertreatment Fuel Supply Control Circuit/Open,,,
P20D8,Aftertreatment Fuel Supply Control Performance,,,
P20D9,Aftertreatment Fuel Supply Control Circuit Low,,,
P20DA,Aftertreatment Fuel Supply Control Circuit High,,,
P20DB,Aftertreatment Fuel Supply Control Stuck Open,,,
P20DC,Aftertreatment Fuel Supply Control Stuck Closed,,,
P20DD,Aftertreatment Fuel Pressure Sensor Circuit,,,
P20DE,Aftertreatment Fuel Pressure Sensor Circuit Range/Performance,,,
P20DF,Aftertreatment Fuel Pressure Sensor Circuit Low,,,
P20E0,Aftertreatment Fuel Pressure Sensor Circuit High,,,
P20E1,Aftertreatment Fuel Pressure Sensor Circuit Intermittent/Erratic,,,
P20E6,Injection Air Pressure Too Low,,,
P20E7,Injection Air Pressure Too High,,,
P20EC,SCR NOx Catalyst - Over Temperature Bank 1,,,
P20ED,SCR NOx Pre-Catalyst - Over Temperature Bank 1,,,
P20EE,SCR NOx Catalyst Efficiency Below Threshold Bank 1,,,
P20EF,SCR NOx Pre- Catalyst Efficiency Below Threshold Bank 1,,,
P20F0,SCR NOx Catalyst - Over Temperature Bank 2,,,
P20F1,SCR NOx Pre-Catalyst - Over Temperature Bank 2,,,
P20F2,SCR NOx Catalyst Efficiency Below Threshold Bank 2,,,
P20F3,SCR NOx Pre- Catalyst Efficiency Below Threshold Bank 2,,,
P20F6,Injection Valve Stuck Open Bank 1 Unit 1,,,
P20F7,Injection Valve Stuck Open Bank 2 Unit 1,,,
P20F8,P20FF ISO/SAE Reserved,,,
P0C2F,Control Module Drive Motor/Generator - Engine Speed Sensor Performance,,,
P0A7E,Battery Pack Over Temperature,,,
P0A7F,Battery Pack Deterioration,,,
P092E,ISO/SAE Reserved,,,
P095A,ISO/SAE Reserved,,,
P096A,ISO/SAE Reserved,,,
P097A,ISO/SAE Reserved,,,
P098A,ISO/SAE Reserved,,,
P09A0,P09FF ISO/SAE Reserved,,,
P080A,Clutch Position Not Learned,,,
P080E,P080F ISO/SAE Reserved,,,
P081A,Disable Circuit Low,,,
P081B,Disable Circuit High,,,
P081C,Input Circuit,,,
P081D,Neutral Input Circuit,,,
P081E,Excessive Clutch B Slippage,,,
P081F,Reserved,,,
P083A,Transmission Fluid Pressure Sensor/Switch G Circuit,,,
P083B,Transmission Fluid Pressure Sensor/Switch G Circuit Range/Performance,,,
P083C,Transmission Fluid Pressure Sensor/Switch G Circuit Low,,,
P083D,Transmission Fluid Pressure Sensor/Switch G Circuit High,,,
P083E,Transmission Fluid Pressure Sensor/Switch G Circuit Intermittent,,,
P083F,Clutch Pedal Switch A / B Correlation,,,
P084A,Transmission Fluid Pressure Sensor/Switch H Circuit,,,
P084B,Transmission Fluid Pressure Sensor/Switch H Circuit Range/Performance,,,
P084C,Transmission Fluid Pressure Sensor/Switch H Circuit Low,,,
P084D,Transmission Fluid Pressure Sensor/Switch H Circuit High,,,
P084E,Transmission Fluid Pressure Sensor/Switch H Circuit Intermittent,,,
P085F,Reserved,,,
P086A,ISO/SAE Reserved,,,
P087A,"P087B, P087C, P087D, P087E, P087F ISO/SAE Reserved",,,
P088C,ISO/SAE Reserved,,,
P089A,P08FF ISO/SAE Reserved,,,
P070A,Transmission Fluid Level Sensor Circuit,,,
P070B,Transmission Fluid Level Sensor Circuit Range/Performance,,,
P070C,Transmission Fluid Level Sensor Circuit Low,,,
P070D,Transmission Fluid Level Sensor Circuit High,,,
P070E,Transmission Fluid Level Sensor Circuit intermittent/Erratic,,,
P070F,Transmission Fluid Level Too Low,,,
P071A,Transmission Mode Switch A Circuit,,,
